,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층
168,"149,600",2016,2019,매봉길,00050,00000,11200,00,,4109229,옥수동,0528,0000,11200,11300,1,옥수파크힐스101동~116동,12,16,11200-3114,84.64,528,11200,12
169,"142,500",2016,2019,매봉길,00050,00000,11200,00,,4109229,옥수동,0528,0000,11200,11300,1,옥수파크힐스101동~116동,12,27,11200-3114,84.92,528,11200,5
170,"163,000",2012,2019,매봉길,00015,00000,11200,02,0,4109229,옥수동,0561,0000,11200,11300,1,래미안 옥수 리버젠,12,27,11200-2980,84.81,561,11200,13
171,"96,000",2000,2019,뚝섬로1길,00004,00000,11200,01,0,4109156,성수동1가,0656,0234,11200,11400,1,대림로즈빌,12,1,11200-50,59.885,656-234,11200,11
172,"133,000",2002,2019,왕십리로,00036,00000,11200,07,0,3005011,성수동1가,0710,0000,11200,11400,1,LIG건영,12,2,11200-49,73.912,710,11200,16
173,"290,000",2017,2019,왕십리로,00016,00000,11200,00,,3005011,성수동1가,0718,0000,11200,11400,1,트리마제,12,3,11200-3141,84.8213,718,11200,39
174,"339,000",2017,2019,왕십리로,00016,00000,11200,00,,3005011,성수동1가,0718,0000,11200,11400,1,트리마제,12,5,11200-3141,140.3099,718,11200,40
175,"66,000",1997,2019,상원길,00075,00000,11200,00,0,4109317,성수동1가,0705,0000,11200,11400,1,우방,12,6,11200-57,60,705,11200,6
176,"124,500",2003,2019,상원길,00047,00000,11200,01,0,4109317,성수동1가,0715,0000,11200,11400,1,중앙하이츠빌,12,7,11200-79,84.9673,715,11200,8
177,"76,000",1999,2019,상원6길,00016,00000,11200,01,0,4109314,성수동1가,0709,0000,11200,11400,1,대우2,12,8,11200-51,59.83,709,11200,19
178,"149,000",2002,2019,왕십리로,00036,00000,11200,07,0,3005011,성수동1가,0710,0000,11200,11400,1,LIG건영,12,11,11200-49,84.952,710,11200,22
179,"88,000",1992,2019,상원길,00042,00000,11200,01,0,4109317,성수동1가,0013,0157,11200,11400,1,뚝섬현대,12,13,11200-54,84.22,13-157,11200,11
180,"102,700",1999,2019,상원1길,00017,00000,11200,01,0,4109310,성수동1가,0707,0000,11200,11400,1,서울숲한양현대,12,13,11200-59,84.81,707,11200,11
181,"109,500",2003,2019,뚝섬로5길,00017,00000,11200,01,0,4109162,성수동1가,0714,0000,11200,11400,1,금호,12,14,11200-85,84.98,714,11200,13
182,"66,900",1997,2019,상원길,00075,00000,11200,00,0,4109317,성수동1가,0705,0000,11200,11400,1,우방,12,14,11200-57,60,705,11200,6
183,"88,000",1992,2019,상원길,00042,00000,11200,01,0,4109317,성수동1가,0013,0157,11200,11400,1,뚝섬현대,12,16,11200-54,84.22,13-157,11200,5
184,"73,500",1999,2019,상원길,00076,00000,11200,01,0,4109317,성수동1가,0708,0000,11200,11400,1,동아그린,12,21,11200-53,58.32,708,11200,17
185,"84,500",1999,2019,상원길,00076,00000,11200,01,0,4109317,성수동1가,0708,0000,11200,11400,1,동아그린,12,26,11200-53,84.91,708,11200,1
186,"73,900",1999,2019,상원길,00076,00000,11200,01,0,4109317,성수동1가,0708,0000,11200,11400,1,동아그린,12,27,11200-53,58.32,708,11200,14
187,"106,000",2003,2019,성수일로8길,00047,00000,11200,01,0,4109367,성수동2가,0835,0000,11200,11500,1,롯데캐슬파크,12,5,11200-81,81.567,835,11200,9
188,"72,700",2004,2019,아차산로9길,00034,00000,11200,01,0,4109399,성수동2가,0836,0000,11200,11500,1,금강아미움,12,9,11200-87,80.89,836,11200,9
189,"119,000",2009,2019,성수일로4길,00026,00000,11200,02,0,4109365,성수동2가,0843,0000,11200,11500,1,힐스테이트,12,12,11200-2883,57.49,843,11200,8
190,"70,000",1999,2019,성수일로10길,00003,00000,11200,01,0,4109358,성수동2가,0286,0000,11200,11500,1,우방2,12,18,11200-71,84.645,286,11200,1
191,"115,000",2003,2019,성수이로,00137,00000,11200,01,0,3103003,성수동2가,0834,0000,11200,11500,1,현대I-PARK,12,19,11200-80,84.98,834,11200,11
192,"66,000",1999,2019,성수일로10길,00003,00000,11200,01,0,4109358,성수동2가,0286,0000,11200,11500,1,우방2,12,23,11200-71,59.82,286,11200,6
193,"200,000",2009,2019,성수일로4길,00026,00000,11200,02,0,4109365,성수동2가,0843,0000,11200,11500,1,힐스테이트,12,30,11200-2883,143,843,11200,17
194,"75,250",2009,2019,동일로,00237,00000,11200,02,0,3000001,송정동,0104,0000,11200,11800,1,서울숲아이파크,12,9,11200-2876,84.87,104,11200,15
195,"79,300",2002,2019,광나루로,00249,00000,11200,03,0,3005024,송정동,0103,0000,11200,11800,1,금호베스트빌,12,11,11200-75,118.266,103,11200,8
196,"47,000",2000,2019,동일로,00263,00000,11200,02,0,3000001,송정동,0090,0000,11200,11800,1,건영,12,21,11200-74,59.21,90,11200,11
197,"123,000",2010,2019,퇴계로,00072,00000,11140,03,0,3101011,회현동1가,0206,0000,11140,12100,1,남산 SK LEADERS VIEW,12,17,11140-1099,137.53,206,11140,7
198,"179,500",2010,2019,소공로,00046,00000,11140,05,0,3101004,회현동2가,0087,0000,11140,12200,1,쌍용남산플래티넘,12,2,11140-1123,177,87,11140,25
199,"139,000",2010,2019,소공로,00046,00000,11140,05,0,3101004,회현동2가,0087,0000,11140,12200,1,쌍용남산플래티넘,12,11,11140-1123,139.8,87,11140,22
200,"45,300",1970,2019,퇴계로,00217,00000,11140,10,0,3101011,충무로4가,0120,0003,11140,13200,1,진양상가,12,7,11140-13,71.93,120-3,11140,15
201,"86,000",2009,2019,퇴계로,00235,00000,11140,10,0,3101011,충무로4가,0306,0000,11140,13200,1,남산센트럴 자이,12,7,11140-1097,80.473,306,11140,20
202,"88,500",2009,2019,퇴계로,00235,00000,11140,10,0,3101011,충무로4가,0306,0000,11140,13200,1,남산센트럴 자이,12,29,11140-1097,82.413,306,11140,17
203,"24,000",2018,2019,서애로1길,00011,00000,11140,00,0,4103183,충무로5가,0090,0000,11140,13300,1,충무로헤센스마트,12,9,,19.76,90,11140,2
204,"33,000",2016,2019,퇴계로49길,00014,00000,11140,01,0,4103354,충무로5가,0036,0002,11140,13300,1,충무로엘크루메크로시티2,12,17,11140-1261,35.57,36-2,11140,11
205,"23,700",2018,2019,서애로1길,00011,00000,11140,00,0,4103183,충무로5가,0090,0000,11140,13300,1,충무로헤센스마트,12,18,,19.76,90,11140,3
206,"32,000",2016,2019,퇴계로49길,00014,00000,11140,01,0,4103354,충무로5가,0036,0002,11140,13300,1,충무로엘크루메크로시티2,12,31,11140-1261,35.57,36-2,11140,8
207,"60,000",1999,2019,퇴계로30길,00024,00000,11140,02,0,4103338,예장동,0009,0000,11140,14200,1,삼익,12,11,11140-18,84.45,9,11140,1
208,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,8
209,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,8
210,"24,300",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.43,90-8,11140,8
211,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,8
212,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,9
213,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,9
214,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,8
215,"24,300",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.43,90-8,11140,9
216,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,9
217,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,9
218,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,10
219,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,10
220,"47,750",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,37.13,90-8,11140,11
221,"36,600",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,28.44,90-8,11140,12
222,"32,800",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,24.89,90-8,11140,12
223,"47,750",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,37.13,90-8,11140,12
224,"24,300",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.43,90-8,11140,10
225,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,10
226,"23,900",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,18.13,90-8,11140,10
227,"36,600",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,28.44,90-8,11140,11
228,"36,600",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,28.44,90-8,11140,13
229,"32,800",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,24.89,90-8,11140,13
230,"47,750",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,37.13,90-8,11140,13
231,"36,600",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,28.44,90-8,11140,14
232,"32,800",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,24.89,90-8,11140,14
233,"47,750",2019,2019,마른내로,00106,00000,11140,05,0,3101002,오장동,0090,0008,11140,15400,1,정석그라시아,12,24,,37.13,90-8,11140,14
234,"114,750",2011,2019,청구로,00064,00000,11140,01,0,3101008,신당동,0852,0000,11140,16200,1,청구e편한세상,12,1,11140-1144,84.95,852,11140,4
235,"115,000",2011,2019,청구로,00064,00000,11140,01,0,3101008,신당동,0852,0000,11140,16200,1,청구e편한세상,12,3,11140-1144,84.95,852,11140,4
236,"130,000",2011,2019,청구로,00064,00000,11140,01,0,3101008,신당동,0852,0000,11140,16200,1,청구e편한세상,12,3,11140-1144,118.47,852,11140,1
237,"78,500",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,3,11140-28,59.94,844,11140,18
238,"81,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,3,11140-28,59.94,844,11140,16
239,"112,100",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,3,11140-37,114.92,842,11140,1
240,"99,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,4,11140-28,84.88,844,11140,7
241,"65,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,4,11140-37,57.63,842,11140,9
242,"119,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,4,11140-37,114.92,842,11140,18
243,"97,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,4,11140-28,84.88,844,11140,10
244,"63,800",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,5,11140-37,57.63,842,11140,2
245,"68,000",1993,2019,다산로36길,00109,00000,11140,01,0,4103057,신당동,0840,0000,11140,16200,1,현대,12,6,11140-40,79.11,840,11140,8
246,"20,900",2016,2019,퇴계로,00448,00000,11140,24,0,3101011,신당동,0140,0023,11140,16200,1,신당역솔하임,12,7,11140-1255,14.08,140-23,11140,20
247,"120,000",2011,2019,청구로,00064,00000,11140,01,0,3101008,신당동,0852,0000,11140,16200,1,청구e편한세상,12,7,11140-1144,84.95,852,11140,4
248,"103,500",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,7,11140-28,84.88,844,11140,14
249,"83,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,7,11140-28,59.94,844,11140,14
250,"81,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,9,11140-37,65.37,842,11140,9
251,"104,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,10,11140-28,84.88,844,11140,6
252,"72,300",1999,2019,청구로1길,00023,00000,11140,01,0,4103298,신당동,0843,0000,11140,16200,1,삼성,12,11,11140-32,59.98,843,11140,10
253,"89,700",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,11,11140-37,84.88,842,11140,15
254,"83,500",2005,2019,다산로36길,00110,00000,11140,01,0,4103057,신당동,0850,0000,11140,16200,1,신당푸르지오,12,11,11140-990,84.39,850,11140,1
255,"82,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,13,11140-28,59.94,844,11140,5
256,"21,300",2001,2019,동호로11마길,00032,00000,11140,01,0,4103084,신당동,0432,0922,11140,16200,1,푸른마을(B),12,13,11140-75,57.83,432-922,11140,2
257,"93,500",2005,2019,다산로,00056,00000,11140,01,0,3101014,신당동,0366,0126,11140,16200,1,남산정은스카이,12,13,11140-989,143.049,366-126,11140,4
258,"83,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,14,11140-37,65.37,842,11140,20
259,"82,500",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,14,11140-28,59.94,844,11140,18
260,"108,500",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,14,11140-28,84.88,844,11140,12
261,"76,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,14,11140-37,57.63,842,11140,5
262,"73,000",1993,2019,다산로36길,00109,00000,11140,01,0,4103057,신당동,0840,0000,11140,16200,1,현대,12,16,11140-40,122.275,840,11140,2
263,"83,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,16,11140-37,84.88,842,11140,2
264,"89,700",2011,2019,퇴계로90길,00074,00000,11140,01,0,4103396,신당동,0851,0000,11140,16200,1,래미안하이베르,12,19,11140-1141,59.98,851,11140,9
265,"63,800",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,19,11140-37,57.63,842,11140,2
266,"78,000",1999,2019,동호로10길,00030,00000,11140,01,0,4103078,신당동,0842,0000,11140,16200,1,약수하이츠,12,21,11140-37,57.63,842,11140,4
267,"89,700",2005,2019,다산로36길,00110,00000,11140,01,0,4103057,신당동,0850,0000,11140,16200,1,신당푸르지오,12,21,11140-990,84.76,850,11140,7
268,"123,000",2011,2019,청구로,00064,00000,11140,01,0,3101008,신당동,0852,0000,11140,16200,1,청구e편한세상,12,23,11140-1144,84.95,852,11140,11
269,"81,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,24,11140-28,59.94,844,11140,18
270,"98,000",2002,2019,다산로,00032,00000,11140,01,0,3101014,신당동,0844,0000,11140,16200,1,남산타운,12,26,11140-28,84.88,844,11140,3
271,"85,000",1999,2019,청구로1길,00023,00000,11140,01,0,4103298,신당동,0843,0000,11140,16200,1,삼성,12,26,11140-32,114.91,843,11140,7
272,"98,000",2014,2019,다산로46길,00017,00000,11140,01,0,4103069,흥인동,0013,0001,11140,16300,1,청계천 두산위브더제니스,12,10,11140-1226,92.1357,13-1,11140,11
273,"17,300",2014,2019,퇴계로75길,00007,00000,11140,01,0,4103379,흥인동,0119,0000,11140,16300,1,동대문 와이즈 캐슬,12,10,11140-1220,15.55,119,11140,10
274,"124,000",2014,2019,다산로46길,00017,00000,11140,01,0,4103069,흥인동,0013,0001,11140,16300,1,청계천 두산위브더제니스,12,19,11140-1226,124.2215,13-1,11140,5
275,"127,400",2014,2019,다산로46길,00017,00000,11140,01,0,4103069,흥인동,0013,0001,11140,16300,1,청계천 두산위브더제니스,12,20,11140-1226,147.3212,13-1,11140,5
276,"14,200",2013,2019,난계로,00173,00000,11140,02,0,3100018,황학동,0787,0000,11140,16500,1,한양I-Class,12,2,11140-1197,16.37,787,11140,13
277,"80,000",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,3,11140-1039,84.92,2545,11140,21
278,"69,400",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,3,11140-1039,59.91,2545,11140,28
279,"63,500",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,4,11140-1039,59.94,2545,11140,21
280,"80,000",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,5,11140-1039,84.9,2545,11140,10
281,"70,000",2010,2019,난계로11길,00030,00000,11140,01,0,4103003,황학동,0882,0000,11140,16500,1,황학동 코아루,12,6,11140-1124,84.94,882,11140,6
282,"84,500",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,12,11140-1039,84.9,2545,11140,12
283,"96,000",2010,2019,퇴계로,00447,00000,11140,27,0,3101011,황학동,2523,0000,11140,16500,1,황학아크로타워,12,14,11140-1106,149.06,2523,11140,5
284,"64,800",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,17,11140-1039,59.94,2545,11140,20
285,"90,000",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,17,11140-1039,114.9,2545,11140,14
286,"77,700",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,18,11140-1039,84.9,2545,11140,25
287,"66,000",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,20,11140-1039,59.94,2545,11140,16
288,"65,000",2008,2019,청계천로,00400,00000,11140,12,0,3100021,황학동,2545,0000,11140,16500,1,롯데캐슬,12,25,11140-1039,59.94,2545,11140,17
289,"13,900",2013,2019,난계로,00173,00000,11140,02,0,3100018,황학동,0787,0000,11140,16500,1,한양I-Class,12,28,11140-1197,16.37,787,11140,16
290,"13,800",2013,2019,난계로,00173,00000,11140,02,0,3100018,황학동,0787,0000,11140,16500,1,한양I-Class,12,29,11140-1197,16.37,787,11140,13
291,"52,500",2006,2019,통일로,00086,00000,11140,04,0,3000008,순화동,0215,0000,11140,16800,1,바비엥3,12,2,11140-1010,65.71,215,11140,16
292,"150,000",2016,2019,서소문로9길,00028,00000,11140,01,0,4103182,순화동,0217,0000,11140,16800,1,덕수궁롯데캐슬,12,10,11140-1277,116.5445,217,11140,12
293,"130,000",2016,2019,서소문로9길,00028,00000,11140,01,0,4103182,순화동,0217,0000,11140,16800,1,덕수궁롯데캐슬,12,11,11140-1277,82.3212,217,11140,7
294,"105,000",2001,2019,중림로,00010,00000,11140,01,0,3101007,중림동,0200,0000,11140,17100,1,삼성사이버빌리지,12,2,11140-51,84.93,200,11140,2
295,"113,000",2001,2019,중림로,00010,00000,11140,01,0,3101007,중림동,0200,0000,11140,17100,1,삼성사이버빌리지,12,11,11140-51,84.93,200,11140,3
296,"120,000",2006,2019,청파로,00464,00000,11140,02,0,3101023,중림동,0355,0000,11140,17100,1,브라운스톤(355-0),12,15,11140-1000,112.527,355,11140,17
297,"105,000",2006,2019,청파로,00464,00000,11140,02,0,3101023,중림동,0355,0000,11140,17100,1,브라운스톤(355-0),12,19,11140-1000,112.527,355,11140,13
298,"136,500",2017,2019,만리재로,00175,00000,11140,02,0,3101016,만리동2가,0176,0001,11140,17400,1,서울역센트럴자이,12,12,,84.97,176-1,11140,2
